case_id,state,district,project_type,acquiring_authority,land_area_hectares,land_type,num_affected_families,sia_conducted,consent_percentage,community_sentiment_score,compensation_offered_per_hectare,compensation_disputed,land_records_digitized,survey_settlement_pending,approval_timeline_days,court_case_filed,litigation_type,case_pending_court,stay_order_issued,case_pendency_duration_months,r_and_r_plan_prepared,families_to_be_resettled,rehabilitation_site_ready,livelihood_restoration_provided,possession_status,stakeholder_responsiveness_score,awarding_officer_assigned,district_historical_delay_rate,days_since_notification,stage_of_process,risk_score,delayed,delay_duration_months
LA02072,Maharashtra,Maharashtra_District_4,Irrigation,NHAI,18.75,Agricultural,25,False,76.7,0.21,680465.0,True,True,False,89,True,Compensation Dispute,True,False,56,True,12,False,False,Full,0.24,True,0.24,1780,Award Declared,0.501,True,10.7
LA02073,West Bengal,West Bengal_District_4,Urban Housing,Irrigation Dept,28.77,Tribal/Scheduled Area,76,True,90.0,1.0,617398.0,False,True,False,262,False,None,False,False,0,False,45,False,False,Not Started,0.28,True,0.3,1668,Award Declared,0.379,False,4.1
LA02074,Rajasthan,Rajasthan_District_4,Mining,State Power Corp,3.09,Forest,38,True,46.3,0.43,732589.0,True,True,False,159,False,None,False,False,0,True,8,True,True,Full,0.89,True,0.31,933,Closed,0.388,False,2.4
LA02075,West Bengal,West Bengal_District_2,Highway,State Power Corp,1.79,Forest,50,True,74.8,0.93,251793.0,False,True,False,270,False,None,False,False,0,False,18,False,False,Partial,0.95,True,0.4,228,SIA,0.158,False,1.6
LA02076,West Bengal,West Bengal_District_3,Power Plant,Municipal Corporation,71.25,Agricultural,5,False,63.9,0.32,301992.0,False,False,False,407,False,None,False,False,0,False,1,False,False,Not Started,0.47,False,0.17,655,Award Declared,0.474,True,21.5
LA02077,Punjab,Punjab_District_2,Irrigation,Indian Railways,23.33,Agricultural,48,True,34.4,0.63,1121706.0,True,False,False,184,True,Public Purpose Challenge,True,False,63,True,6,True,False,Full,0.63,True,0.3,1425,Possession Taken,0.562,True,21.4
LA02078,Karnataka,Karnataka_District_2,Power Plant,State Power Corp,11.4,Forest,37,True,64.4,0.51,183247.0,False,True,False,86,False,None,False,False,0,False,4,False,False,Partial,0.79,True,0.81,1107,Award Declared,0.213,False,1.6
LA02079,Madhya Pradesh,Madhya Pradesh_District_4,Irrigation,Municipal Corporation,8.89,Agricultural,43,True,70.0,0.46,232828.0,True,True,True,238,False,None,False,False,0,False,24,False,False,Partial,0.59,True,0.14,1186,SIA,0.548,True,15.5
LA02080,Karnataka,Karnataka_District_4,Railway,State Industrial Dev. Corp,13.12,Urban/Residential,210,True,34.4,0.21,818422.0,True,True,False,488,True,Public Purpose Challenge,False,False,0,True,57,False,False,Partial,0.95,True,0.11,790,Closed,0.494,True,11.8
LA02081,West Bengal,West Bengal_District_4,Urban Housing,Indian Railways,16.71,Forest,49,False,65.6,0.73,295015.0,False,True,False,233,True,Compensation Dispute,False,False,0,False,12,False,False,Full,0.61,False,0.3,1584,Compensation Disbursed,0.307,False,1.6
LA02082,Rajasthan,Rajasthan_District_4,Mining,State Industrial Dev. Corp,68.49,Agricultural,111,True,79.9,0.74,261842.0,False,True,True,99,True,Public Purpose Challenge,True,False,8,True,36,True,False,Not Started,0.51,True,0.31,957,Possession Taken,0.175,False,0.0
LA02083,Odisha,Odisha_District_1,Highway,NHAI,9.54,Urban/Residential,144,True,82.8,0.66,340858.0,False,True,True,580,False,None,False,False,0,False,46,False,False,Not Started,0.68,False,0.49,981,Possession Taken,0.319,False,1.3
LA02084,Maharashtra,Maharashtra_District_4,Irrigation,State PWD,19.06,Urban/Residential,18,True,66.3,0.6,596492.0,False,True,True,170,False,None,False,False,0,True,2,True,True,Full,0.89,True,0.24,1769,Closed,0.275,False,3.9
LA02085,Gujarat,Gujarat_District_4,Railway,Municipal Corporation,4.08,Agricultural,220,False,100.0,0.17,352213.0,False,False,True,177,False,None,False,False,0,True,68,False,False,Full,0.93,False,0.45,1555,Possession Taken,0.468,True,11.9
LA02086,Karnataka,Karnataka_District_1,Urban Housing,NHAI,2.55,Urban/Residential,96,True,62.6,0.56,501979.0,False,True,False,231,False,None,False,False,0,True,34,False,False,Not Started,0.62,True,0.47,1120,Compensation Disbursed,0.285,False,0.7
LA02087,Maharashtra,Maharashtra_District_1,Mining,Municipal Corporation,16.24,Urban/Residential,286,True,93.4,1.0,315314.0,False,True,False,153,True,Title Dispute,False,False,0,True,109,True,False,Full,0.47,True,0.49,463,Award Declared,0.133,False,0.0
LA02088,Gujarat,Gujarat_District_3,Highway,State PWD,83.39,Agricultural,95,False,47.3,0.29,393173.0,True,True,True,184,True,Public Purpose Challenge,True,True,30,True,31,False,False,Full,0.78,True,0.21,1783,SIA,0.854,True,26.1
LA02089,Bihar,Bihar_District_4,Urban Housing,Irrigation Dept,13.45,Urban/Residential,10,False,54.5,0.2,870898.0,False,False,True,51,True,Title Dispute,True,False,12,True,2,False,False,Full,0.5,False,0.32,807,Compensation Disbursed,0.573,True,11.3
LA02090,Gujarat,Gujarat_District_1,Highway,State PWD,32.01,Agricultural,104,False,53.8,0.65,882409.0,False,True,False,90,True,Compensation Dispute,True,False,3,True,24,False,False,Full,0.41,False,0.35,681,Compensation Disbursed,0.48,True,4.3
LA02091,West Bengal,West Bengal_District_2,Mining,Municipal Corporation,7.11,Agricultural,42,True,96.6,0.96,278950.0,False,False,False,156,False,None,False,False,0,True,7,True,True,Not Started,0.58,True,0.4,1083,Possession Taken,0.239,False,2.5
LA02092,Odisha,Odisha_District_4,Industrial Corridor,State Power Corp,8.47,Tribal/Scheduled Area,8,False,74.2,0.11,408715.0,False,True,False,588,False,None,False,False,0,True,3,True,False,Partial,0.6,True,0.5,144,Possession Taken,0.212,False,0.0
LA02093,Madhya Pradesh,Madhya Pradesh_District_3,Power Plant,NHAI,55.48,Agricultural,55,False,87.9,0.46,259743.0,False,True,False,216,True,Title Dispute,True,False,12,True,29,True,True,Full,0.19,True,0.72,833,Possession Taken,0.454,True,17.4
LA02094,Maharashtra,Maharashtra_District_2,Railway,State Power Corp,9.46,Agricultural,62,True,74.4,0.78,339402.0,False,True,True,205,False,None,False,False,0,True,14,False,False,Full,0.73,False,0.38,1430,Possession Taken,0.27,False,2.4
LA02095,West Bengal,West Bengal_District_4,Mining,Municipal Corporation,17.92,Tribal/Scheduled Area,113,False,78.5,0.53,675999.0,True,False,False,133,True,Compensation Dispute,True,False,21,True,19,False,False,Full,0.59,True,0.3,963,Closed,0.7,True,18.8
LA02096,Odisha,Odisha_District_2,Industrial Corridor,State Industrial Dev. Corp,55.09,Urban/Residential,143,True,57.8,0.63,739531.0,False,True,False,35,False,None,False,False,0,True,28,False,False,Not Started,0.94,True,0.41,1005,Award Declared,0.205,False,2.9
LA02097,Punjab,Punjab_District_3,Industrial Corridor,State Power Corp,28.41,Tribal/Scheduled Area,88,True,39.8,0.47,261309.0,True,True,False,134,True,Public Purpose Challenge,True,False,24,False,32,False,False,Partial,0.87,True,0.49,1150,Notification,0.612,True,16.8
LA02098,Karnataka,Karnataka_District_1,Urban Housing,Indian Railways,2.68,Urban/Residential,11,False,51.9,0.05,588992.0,False,True,True,295,False,None,False,False,0,False,2,False,False,Not Started,0.84,True,0.47,1595,Closed,0.463,True,11.6
LA02099,Gujarat,Gujarat_District_3,Industrial Corridor,State PWD,10.54,Tribal/Scheduled Area,40,True,80.7,0.94,412765.0,False,True,False,87,False,None,False,False,0,True,6,True,False,Full,0.18,True,0.21,1412,Compensation Disbursed,0.208,False,3.2
LA02100,Gujarat,Gujarat_District_3,Industrial Corridor,State Industrial Dev. Corp,5.79,Agricultural,23,False,73.0,0.43,373373.0,False,True,False,299,False,None,False,False,0,False,11,False,False,Not Started,0.71,True,0.21,1216,Compensation Disbursed,0.38,False,0.0
LA02101,West Bengal,West Bengal_District_2,Railway,Indian Railways,80.83,Urban/Residential,17,True,80.0,0.82,653653.0,False,False,False,222,False,None,False,False,0,True,3,True,True,Full,0.68,True,0.4,767,Compensation Disbursed,0.195,False,2.6
LA02102,Maharashtra,Maharashtra_District_4,Industrial Corridor,Indian Railways,37.41,Forest,10,True,62.1,0.47,315380.0,True,True,False,166,True,Compensation Dispute,True,False,8,True,5,False,False,Partial,0.96,True,0.24,1238,SIA,0.577,True,16.4
LA02103,Bihar,Bihar_District_2,Power Plant,Indian Railways,32.52,Urban/Residential,45,False,37.1,0.12,270914.0,True,True,False,460,True,Compensation Dispute,True,False,15,True,11,False,False,Full,0.83,True,0.43,1712,Closed,0.737,True,16.4
LA02104,Punjab,Punjab_District_1,Irrigation,Municipal Corporation,8.37,Tribal/Scheduled Area,69,True,100.0,0.68,342896.0,False,True,False,245,False,None,False,False,0,False,29,False,False,Partial,0.38,True,0.3,1716,SIA,0.442,False,3.3
LA02105,Uttar Pradesh,Uttar Pradesh_District_2,Urban Housing,Indian Railways,12.34,Agricultural,235,True,55.2,0.64,225059.0,True,False,True,91,True,Public Purpose Challenge,True,False,11,False,63,False,False,Partial,0.57,False,0.17,1358,Award Declared,0.698,True,21.9
LA02106,Rajasthan,Rajasthan_District_3,Highway,NHAI,28.27,Tribal/Scheduled Area,42,True,95.9,1.0,1069333.0,False,True,True,201,True,Title Dispute,True,True,26,False,20,False,False,Not Started,0.07,False,0.16,1078,Compensation Disbursed,0.547,True,10.8
LA02107,Karnataka,Karnataka_District_1,Power Plant,Municipal Corporation,1.03,Agricultural,7,False,75.2,0.36,194069.0,False,False,False,287,True,Compensation Dispute,True,False,43,True,3,True,True,Partial,0.64,True,0.47,1419,Award Declared,0.456,True,14.0
LA02108,Rajasthan,Rajasthan_District_3,Highway,Irrigation Dept,0.81,Urban/Residential,77,False,88.0,0.51,537795.0,False,True,False,253,False,None,False,False,0,True,31,True,False,Partial,0.7,True,0.16,1242,Possession Taken,0.211,False,1.8
LA02109,Odisha,Odisha_District_3,Mining,NHAI,68.69,Urban/Residential,80,False,90.8,0.6,213945.0,False,False,False,105,True,Title Dispute,True,True,14,False,46,False,False,Full,0.62,True,0.19,279,Award Declared,0.592,True,25.3
LA02110,West Bengal,West Bengal_District_2,Mining,Municipal Corporation,37.94,Urban/Residential,19,True,78.2,0.7,805592.0,False,True,True,69,False,None,False,False,0,True,1,True,False,Not Started,0.61,False,0.4,157,Award Declared,0.256,False,0.9
LA02111,Bihar,Bihar_District_1,Railway,Municipal Corporation,29.47,Agricultural,34,True,48.0,0.53,530685.0,True,True,True,279,False,None,False,False,0,True,15,True,True,Partial,0.83,False,0.2,1417,Award Declared,0.396,False,2.3
LA02112,Punjab,Punjab_District_2,Urban Housing,State PWD,78.38,Urban/Residential,12,False,92.6,0.3,558608.0,True,True,False,144,True,Title Dispute,True,True,22,False,3,False,False,Partial,0.8,True,0.3,239,Closed,0.795,True,21.3
LA02113,Madhya Pradesh,Madhya Pradesh_District_1,Industrial Corridor,Indian Railways,4.54,Agricultural,142,True,54.5,0.4,556829.0,True,True,False,174,True,Compensation Dispute,True,True,13,False,67,False,False,Not Started,0.81,True,0.31,1174,Award Declared,0.681,True,17.5
LA02114,West Bengal,West Bengal_District_1,Power Plant,Municipal Corporation,6.49,Urban/Residential,57,True,62.0,0.5,581218.0,False,True,False,154,False,None,False,False,0,True,19,True,False,Full,0.33,False,0.3,1119,Award Declared,0.137,False,2.4
LA02115,Gujarat,Gujarat_District_1,Mining,State Industrial Dev. Corp,23.15,Wasteland,10,True,88.5,0.45,945526.0,False,True,False,151,False,None,False,False,0,True,4,False,False,Not Started,0.74,True,0.35,756,Possession Taken,0.068,False,0.0
LA02116,Uttar Pradesh,Uttar Pradesh_District_1,Industrial Corridor,NHAI,4.78,Urban/Residential,27,True,100.0,1.0,380380.0,True,False,False,151,True,Compensation Dispute,True,False,15,False,14,False,False,Not Started,0.65,True,0.77,835,Notification,0.467,True,17.4
LA02117,Rajasthan,Rajasthan_District_3,Mining,Indian Railways,114.69,Agricultural,13,True,54.5,0.59,339862.0,True,True,False,196,True,Title Dispute,False,False,0,True,3,False,False,Full,0.63,True,0.16,1571,SIA,0.257,False,0.0
LA02118,Gujarat,Gujarat_District_4,Highway,Indian Railways,30.75,Wasteland,10,True,73.3,0.65,297519.0,False,True,False,48,False,None,False,False,0,True,4,False,False,Partial,0.19,True,0.45,1110,Closed,0.16,False,2.1
LA02119,Maharashtra,Maharashtra_District_3,Railway,NHAI,4.16,Agricultural,86,False,47.1,0.46,346453.0,True,True,True,286,False,None,False,False,0,False,20,False,False,Not Started,0.58,True,0.53,1216,Possession Taken,0.553,True,12.9
LA02120,Punjab,Punjab_District_4,Power Plant,NHAI,32.03,Agricultural,13,True,85.8,0.98,860342.0,False,True,False,313,False,None,False,False,0,False,4,False,False,Full,0.8,True,0.28,856,SIA,0.0,False,0.0
LA02121,Maharashtra,Maharashtra_District_2,Highway,Indian Railways,10.6,Forest,28,True,80.7,0.71,460168.0,False,True,False,468,False,None,False,False,0,True,8,False,False,Full,0.97,True,0.38,901,Compensation Disbursed,0.207,False,4.3
LA02122,Odisha,Odisha_District_1,Urban Housing,State Industrial Dev. Corp,65.15,Forest,51,True,81.6,0.84,168572.0,True,True,False,394,True,Title Dispute,True,True,20,True,18,True,False,Partial,0.38,True,0.49,1355,Award Declared,0.531,True,9.3
LA02123,West Bengal,West Bengal_District_1,Urban Housing,State PWD,45.64,Agricultural,17,True,79.8,0.93,424534.0,False,True,False,383,False,None,False,False,0,False,4,False,False,Partial,0.32,True,0.3,1050,Award Declared,0.127,False,3.1
LA02124,Karnataka,Karnataka_District_4,Railway,State Industrial Dev. Corp,2.58,Agricultural,157,False,100.0,0.29,671653.0,False,False,True,958,False,None,False,False,0,True,88,True,False,Full,0.65,True,0.11,1225,Compensation Disbursed,0.224,False,3.8
LA02125,Madhya Pradesh,Madhya Pradesh_District_3,Urban Housing,Indian Railways,10.74,Agricultural,17,True,68.3,0.47,1015661.0,False,True,False,314,False,None,False,False,0,False,7,False,False,Full,0.71,True,0.72,469,Closed,0.238,False,4.4
LA02126,West Bengal,West Bengal_District_4,Mining,Indian Railways,1.28,Urban/Residential,109,True,14.5,0.16,772246.0,True,True,False,93,True,Compensation Dispute,True,False,43,True,12,False,False,Partial,0.29,True,0.3,547,Compensation Disbursed,0.655,True,19.2
LA02127,Karnataka,Karnataka_District_4,Highway,Municipal Corporation,328.28,Agricultural,115,False,96.9,0.07,193597.0,False,True,False,112,False,None,False,False,0,True,21,False,False,Full,0.89,True,0.11,789,Award Declared,0.368,False,1.4
LA02128,Bihar,Bihar_District_3,Highway,Municipal Corporation,7.75,Agricultural,14,False,43.6,0.25,569934.0,False,True,True,161,False,None,False,False,0,True,4,True,True,Partial,0.33,False,0.27,762,Possession Taken,0.376,False,2.4
LA02129,Rajasthan,Rajasthan_District_1,Railway,Municipal Corporation,17.81,Urban/Residential,50,True,89.0,0.85,388955.0,False,False,False,105,False,None,False,False,0,True,9,False,False,Partial,0.49,True,0.44,787,SIA,0.087,False,2.1
LA02130,Gujarat,Gujarat_District_4,Railway,NHAI,25.81,Agricultural,13,True,60.4,0.49,748076.0,False,False,False,383,False,None,False,False,0,True,6,True,True,Not Started,0.66,True,0.45,1770,Closed,0.265,False,0.0
LA02131,Bihar,Bihar_District_4,Industrial Corridor,Municipal Corporation,1.86,Agricultural,49,False,62.4,0.29,422537.0,False,True,False,45,False,None,False,False,0,True,23,True,False,Partial,0.32,True,0.32,1555,Award Declared,0.363,False,1.6
LA02132,Karnataka,Karnataka_District_3,Highway,Irrigation Dept,50.14,Tribal/Scheduled Area,299,True,100.0,1.0,703001.0,False,False,False,271,False,None,False,False,0,False,114,True,True,Not Started,0.76,False,0.27,457,Possession Taken,0.236,False,2.9
LA02133,Punjab,Punjab_District_1,Irrigation,State PWD,17.7,Agricultural,7,False,73.7,0.63,458952.0,True,False,False,82,True,Title Dispute,True,False,8,False,3,False,False,Partial,0.9,True,0.3,1749,Closed,0.701,True,17.4
LA02134,Gujarat,Gujarat_District_2,Industrial Corridor,State Power Corp,35.97,Tribal/Scheduled Area,24,True,75.0,0.8,422139.0,False,True,False,182,False,None,False,False,0,True,4,True,False,Full,0.43,True,0.56,1649,SIA,0.186,False,3.5
LA02135,Gujarat,Gujarat_District_4,Irrigation,Municipal Corporation,2.66,Urban/Residential,14,False,85.8,0.48,388567.0,False,True,False,245,False,None,False,False,0,True,3,True,True,Partial,0.28,True,0.45,717,Compensation Disbursed,0.21,False,5.0
LA02136,Punjab,Punjab_District_4,Mining,Municipal Corporation,7.28,Agricultural,13,True,72.8,0.74,302472.0,True,True,False,157,False,None,False,False,0,True,3,False,False,Not Started,0.86,True,0.28,174,Closed,0.279,False,0.0
LA02137,Maharashtra,Maharashtra_District_1,Railway,Indian Railways,53.38,Agricultural,50,True,100.0,1.0,938197.0,False,True,False,159,False,None,False,False,0,False,12,False,False,Partial,0.43,True,0.49,783,Notification,0.165,False,1.9
LA02138,Uttar Pradesh,Uttar Pradesh_District_4,Urban Housing,State Power Corp,3.98,Agricultural,6,True,62.9,0.62,204119.0,False,True,False,340,False,None,False,False,0,False,0,False,False,Not Started,0.65,True,0.27,761,Possession Taken,0.035,False,0.4
LA02139,Punjab,Punjab_District_2,Power Plant,Municipal Corporation,58.7,Agricultural,17,True,67.7,0.56,258573.0,True,True,True,400,False,None,False,False,0,True,4,False,False,Full,0.57,True,0.3,1469,Closed,0.396,False,0.9
LA02140,Rajasthan,Rajasthan_District_2,Railway,State Industrial Dev. Corp,25.95,Forest,16,True,49.1,0.36,502234.0,False,True,False,143,False,None,False,False,0,False,4,False,False,Not Started,0.37,True,0.08,1054,Closed,0.381,False,1.5
LA02141,West Bengal,West Bengal_District_4,Power Plant,NHAI,106.33,Agricultural,38,False,73.4,0.21,190439.0,True,True,True,317,True,Title Dispute,False,False,0,True,14,True,False,Not Started,0.69,True,0.3,1468,Closed,0.559,True,10.5
LA02142,Uttar Pradesh,Uttar Pradesh_District_1,Railway,Irrigation Dept,60.23,Agricultural,203,False,59.8,0.55,759182.0,True,False,False,478,False,None,False,False,0,True,21,True,True,Partial,0.36,True,0.77,1555,Award Declared,0.65,True,20.5
LA02143,Uttar Pradesh,Uttar Pradesh_District_2,Highway,State PWD,71.36,Forest,152,False,66.4,0.45,906195.0,False,True,False,156,False,None,False,False,0,True,45,True,True,Partial,0.94,True,0.17,334,Award Declared,0.317,False,2.1
LA02144,Maharashtra,Maharashtra_District_3,Railway,State Industrial Dev. Corp,9.59,Agricultural,17,True,67.3,0.59,362023.0,False,True,False,484,False,None,False,False,0,False,2,True,True,Partial,0.72,True,0.53,88,Closed,0.262,False,3.3
LA02145,Madhya Pradesh,Madhya Pradesh_District_2,Mining,Indian Railways,3.06,Agricultural,55,True,97.0,1.0,635047.0,False,True,True,42,False,None,False,False,0,True,32,True,True,Not Started,0.72,False,0.56,1675,Award Declared,0.206,False,2.8
LA02146,Karnataka,Karnataka_District_4,Irrigation,State Power Corp,77.19,Agricultural,7,True,77.0,0.72,578527.0,True,True,False,87,True,Public Purpose Challenge,True,False,25,False,0,False,False,Not Started,0.72,True,0.11,1230,Compensation Disbursed,0.435,False,1.3
LA02147,Madhya Pradesh,Madhya Pradesh_District_1,Industrial Corridor,Indian Railways,13.26,Agricultural,6,True,76.6,0.66,717337.0,True,True,False,206,True,Public Purpose Challenge,False,False,0,True,3,False,False,Not Started,0.74,True,0.31,1270,Closed,0.387,False,2.6
LA02148,West Bengal,West Bengal_District_3,Power Plant,Irrigation Dept,6.27,Tribal/Scheduled Area,6,True,69.6,0.56,805020.0,False,False,True,249,False,None,False,False,0,False,2,True,False,Not Started,0.87,False,0.17,1281,Compensation Disbursed,0.452,True,13.9
LA02149,Rajasthan,Rajasthan_District_2,Railway,Irrigation Dept,9.69,Forest,18,True,71.0,0.59,243924.0,False,True,True,233,True,Public Purpose Challenge,True,False,5,True,8,True,False,Full,0.94,True,0.08,76,SIA,0.423,False,3.7
LA02150,Bihar,Bihar_District_1,Power Plant,NHAI,1.46,Agricultural,161,True,100.0,0.89,526834.0,True,True,True,231,False,None,False,False,0,False,81,False,False,Partial,0.58,True,0.2,251,Notification,0.528,True,15.8
LA02151,Rajasthan,Rajasthan_District_4,Irrigation,Municipal Corporation,11.93,Urban/Residential,38,True,65.3,0.55,450466.0,False,True,False,283,False,None,False,False,0,True,12,False,False,Partial,0.26,True,0.31,1179,Award Declared,0.083,False,0.3
LA02152,Maharashtra,Maharashtra_District_2,Power Plant,State Industrial Dev. Corp,14.5,Agricultural,8,True,76.9,0.64,193439.0,False,True,False,177,True,Title Dispute,True,False,19,False,3,False,False,Partial,0.48,True,0.38,755,Compensation Disbursed,0.291,False,0.0
LA02153,Uttar Pradesh,Uttar Pradesh_District_4,Power Plant,Irrigation Dept,36.22,Urban/Residential,44,True,42.3,0.3,180457.0,True,False,True,190,False,None,False,False,0,True,25,True,True,Partial,0.22,True,0.27,1499,Compensation Disbursed,0.69,True,21.9
LA02154,Gujarat,Gujarat_District_3,Urban Housing,State Power Corp,1.22,Urban/Residential,24,True,88.8,0.53,1016945.0,False,False,False,143,False,None,False,False,0,False,3,False,False,Partial,0.76,True,0.21,238,Award Declared,0.22,False,2.3
LA02155,West Bengal,West Bengal_District_2,Highway,State Industrial Dev. Corp,62.44,Agricultural,143,True,73.6,0.96,197661.0,False,False,False,200,False,None,False,False,0,True,40,True,False,Partial,0.84,True,0.4,835,Notification,0.189,False,3.8
LA02156,West Bengal,West Bengal_District_4,Highway,State PWD,6.91,Agricultural,95,True,55.3,0.35,423925.0,False,True,False,864,False,None,False,False,0,False,44,False,False,Partial,0.9,True,0.3,1611,Notification,0.372,False,1.6
LA02157,Uttar Pradesh,Uttar Pradesh_District_4,Highway,NHAI,1.05,Tribal/Scheduled Area,13,False,71.9,0.16,656073.0,False,True,False,30,True,Title Dispute,False,False,0,True,1,False,False,Partial,0.49,True,0.27,169,Closed,0.407,False,2.2
LA02158,Uttar Pradesh,Uttar Pradesh_District_3,Railway,State Power Corp,21.82,Forest,22,True,77.7,0.64,110405.0,False,True,False,290,False,None,False,False,0,False,10,False,False,Partial,0.9,True,0.65,1237,Award Declared,0.231,False,1.0
LA02159,Bihar,Bihar_District_4,Highway,State Industrial Dev. Corp,12.26,Agricultural,22,True,46.8,0.59,358817.0,False,True,True,119,False,None,False,False,0,True,4,True,True,Not Started,0.35,True,0.32,1214,Compensation Disbursed,0.181,False,2.1
LA02160,Maharashtra,Maharashtra_District_4,Highway,NHAI,1.36,Agricultural,29,False,79.0,0.61,648614.0,False,True,True,109,True,Title Dispute,True,False,16,True,14,True,True,Partial,0.61,True,0.24,1341,SIA,0.432,False,1.0
LA02161,Madhya Pradesh,Madhya Pradesh_District_1,Urban Housing,Indian Railways,1.36,Agricultural,33,True,50.7,0.46,756712.0,True,True,False,267,False,None,False,False,0,False,12,False,False,Partial,0.81,True,0.31,298,SIA,0.395,False,1.6
LA02162,Karnataka,Karnataka_District_2,Industrial Corridor,Indian Railways,21.9,Agricultural,85,True,53.5,0.62,500213.0,False,False,False,241,False,None,False,False,0,True,17,True,True,Not Started,0.9,True,0.81,690,Possession Taken,0.326,False,2.7
LA02163,Karnataka,Karnataka_District_2,Industrial Corridor,State Industrial Dev. Corp,2.44,Agricultural,39,True,71.2,0.84,424693.0,True,False,False,201,True,Compensation Dispute,True,True,4,True,13,True,False,Not Started,0.87,True,0.81,599,SIA,0.492,True,14.0
LA02164,Gujarat,Gujarat_District_4,Mining,NHAI,86.82,Agricultural,9,False,35.6,0.43,416241.0,False,True,False,143,False,None,False,False,0,True,2,False,False,Not Started,0.5,True,0.45,1507,Award Declared,0.226,False,3.0
LA02165,Bihar,Bihar_District_1,Urban Housing,Municipal Corporation,48.22,Agricultural,53,True,50.9,0.29,776291.0,False,True,False,331,False,None,False,False,0,False,20,False,False,Partial,0.65,True,0.2,625,Possession Taken,0.242,False,1.4
LA02166,Uttar Pradesh,Uttar Pradesh_District_3,Industrial Corridor,State PWD,1.74,Agricultural,38,True,56.6,0.39,1539059.0,True,True,True,187,True,Title Dispute,True,False,28,False,8,False,False,Not Started,0.58,True,0.65,109,Notification,0.659,True,31.7
LA02167,Gujarat,Gujarat_District_3,Power Plant,Irrigation Dept,71.71,Tribal/Scheduled Area,4,False,73.8,0.58,532719.0,False,True,True,91,False,None,False,False,0,False,2,False,False,Full,0.37,True,0.21,1447,SIA,0.524,True,17.9
LA02168,Punjab,Punjab_District_3,Urban Housing,State Industrial Dev. Corp,31.76,Urban/Residential,95,False,61.9,0.64,470620.0,False,True,True,334,False,None,False,False,0,True,43,False,False,Partial,0.44,True,0.49,1337,Notification,0.361,False,1.7
LA02169,Karnataka,Karnataka_District_2,Highway,State Industrial Dev. Corp,7.46,Tribal/Scheduled Area,17,False,65.1,0.47,388087.0,False,False,False,156,True,Title Dispute,True,False,25,True,7,False,False,Partial,0.87,True,0.81,680,Possession Taken,0.566,True,21.9
LA02170,Odisha,Odisha_District_1,Industrial Corridor,State Power Corp,42.23,Agricultural,237,True,59.8,0.52,380622.0,False,True,False,232,True,Title Dispute,True,False,15,True,87,True,True,Not Started,0.16,True,0.49,97,Possession Taken,0.317,False,2.4
LA02171,Maharashtra,Maharashtra_District_4,Power Plant,State PWD,2.72,Wasteland,139,False,100.0,0.14,289928.0,False,False,False,265,False,None,False,False,0,True,26,True,False,Not Started,0.29,True,0.24,65,Compensation Disbursed,0.347,False,0.0
LA02172,Karnataka,Karnataka_District_1,Urban Housing,State Industrial Dev. Corp,6.5,Forest,136,True,100.0,1.0,330413.0,False,True,True,83,False,None,False,False,0,True,34,False,False,Partial,0.85,True,0.47,1138,Closed,0.322,False,2.6
LA02173,West Bengal,West Bengal_District_2,Railway,Municipal Corporation,8.82,Urban/Residential,23,False,70.8,0.49,666015.0,True,False,True,169,False,None,False,False,0,True,8,False,False,Full,0.85,False,0.4,947,Award Declared,0.503,True,13.8
LA02174,Uttar Pradesh,Uttar Pradesh_District_1,Urban Housing,State Industrial Dev. Corp,9.31,Tribal/Scheduled Area,111,True,54.3,0.56,699256.0,True,True,False,230,True,Compensation Dispute,True,False,27,False,60,False,False,Not Started,0.61,True,0.77,1172,Award Declared,0.792,True,19.0
LA02175,Gujarat,Gujarat_District_2,Highway,State Power Corp,22.33,Agricultural,157,False,100.0,0.26,1117029.0,False,False,False,130,False,None,False,False,0,False,56,True,True,Not Started,0.45,False,0.56,182,Closed,0.54,True,9.9
LA02176,Odisha,Odisha_District_1,Railway,NHAI,95.5,Agricultural,68,False,64.1,0.06,484073.0,False,True,True,162,False,None,False,False,0,True,8,True,True,Full,0.25,False,0.49,568,Compensation Disbursed,0.363,False,1.7
LA02177,Madhya Pradesh,Madhya Pradesh_District_2,Irrigation,State Industrial Dev. Corp,11.83,Urban/Residential,206,False,73.6,0.29,685259.0,False,False,True,107,True,Title Dispute,False,False,0,True,91,True,False,Not Started,0.5,True,0.56,703,SIA,0.522,True,13.1
LA02178,Karnataka,Karnataka_District_2,Highway,Irrigation Dept,2.08,Tribal/Scheduled Area,5,True,100.0,1.0,413709.0,False,True,True,193,False,None,False,False,0,True,1,True,True,Full,0.86,True,0.81,1551,Possession Taken,0.395,False,1.5
LA02179,Rajasthan,Rajasthan_District_3,Mining,Municipal Corporation,13.94,Forest,2,True,89.3,0.95,386923.0,False,False,False,120,False,None,False,False,0,True,0,True,True,Partial,0.41,True,0.16,808,Compensation Disbursed,0.155,False,2.6
LA02180,Bihar,Bihar_District_1,Mining,Irrigation Dept,5.22,Tribal/Scheduled Area,55,False,100.0,0.39,530919.0,True,True,False,91,False,None,False,False,0,True,19,False,False,Partial,0.48,True,0.2,1529,Closed,0.372,False,1.4
