case_id,state,district,project_type,acquiring_authority,land_area_hectares,land_type,num_affected_families,sia_conducted,consent_percentage,compensation_offered_per_hectare,compensation_disputed,land_records_digitized,survey_settlement_pending,approval_timeline_days,court_case_filed,litigation_type,case_pending_court,stay_order_issued,case_pendency_duration_months,r_and_r_plan_prepared,families_to_be_resettled,rehabilitation_site_ready,livelihood_restoration_provided,possession_status,stakeholder_responsiveness_score,awarding_officer_assigned,district_historical_delay_rate,days_since_notification,stage_of_process,delayed,delay_duration_months
LA02286,Bihar,Bihar_District_3,Highway,State Power Corp,12.73,Tribal/Scheduled Area,26,True,83.5,583445.0,False,True,True,168,False,None,False,False,0,True,7,False,False,Partial,0.32,True,0.27,280,Notification,False,2.1
LA02287,Gujarat,Gujarat_District_1,Highway,NHAI,10.74,Agricultural,29,True,84.9,386592.0,False,True,False,181,False,None,False,False,0,True,3,True,False,Not Started,0.89,True,0.35,299,Award Declared,False,1.3
LA02288,Punjab,Punjab_District_2,Irrigation,NHAI,2.56,Agricultural,193,True,68.4,824824.0,False,False,False,170,False,None,False,False,0,False,106,True,True,Not Started,0.87,False,0.3,608,Closed,False,1.2
LA02289,Odisha,Odisha_District_4,Highway,Indian Railways,22.22,Agricultural,73,True,58.3,422713.0,False,False,True,136,False,None,False,False,0,True,7,False,False,Partial,0.84,True,0.5,945,Closed,False,1.4
LA02290,Uttar Pradesh,Uttar Pradesh_District_1,Industrial Corridor,Irrigation Dept,85.72,Agricultural,44,False,57.7,223123.0,False,False,False,36,False,None,False,False,0,True,19,False,False,Full,0.6,True,0.77,709,Possession Taken,False,1.5
LA02291,Gujarat,Gujarat_District_1,Mining,NHAI,32.39,Urban/Residential,15,True,63.4,667686.0,False,True,True,227,False,None,False,False,0,True,7,False,False,Not Started,0.9,True,0.35,1705,Closed,False,1.4
LA02292,Odisha,Odisha_District_2,Highway,NHAI,7.11,Urban/Residential,33,True,73.7,304418.0,False,True,False,386,False,None,False,False,0,True,7,True,True,Not Started,0.76,False,0.41,921,Closed,False,0.0
LA02293,Gujarat,Gujarat_District_1,Power Plant,Municipal Corporation,10.03,Wasteland,23,True,80.6,544087.0,False,True,False,294,False,None,False,False,0,True,3,False,False,Not Started,0.52,True,0.35,434,Award Declared,False,2.9
LA02294,Bihar,Bihar_District_1,Irrigation,Indian Railways,22.04,Agricultural,25,True,94.4,419957.0,False,True,True,279,False,None,False,False,0,True,4,False,False,Partial,0.51,False,0.2,884,Closed,False,2.3
LA02295,Maharashtra,Maharashtra_District_3,Highway,State Power Corp,6.34,Agricultural,16,True,57.8,416587.0,True,True,False,89,True,Public Purpose Challenge,True,False,11,True,6,False,False,Partial,0.84,True,0.53,459,Closed,True,20.4
LA02296,Uttar Pradesh,Uttar Pradesh_District_2,Irrigation,Irrigation Dept,7.75,Agricultural,9,True,70.8,341430.0,False,True,True,197,False,None,False,False,0,True,1,False,False,Partial,0.28,True,0.17,1717,Possession Taken,False,1.4
LA02297,Odisha,Odisha_District_3,Irrigation,Municipal Corporation,92.38,Tribal/Scheduled Area,73,True,65.4,529193.0,False,True,False,329,False,None,False,False,0,True,10,False,False,Not Started,0.27,True,0.19,561,Possession Taken,False,1.4
LA02298,Karnataka,Karnataka_District_4,Highway,Indian Railways,26.73,Agricultural,60,True,100.0,528926.0,False,True,False,136,False,None,False,False,0,False,24,False,False,Not Started,0.07,False,0.11,110,SIA,True,20.3
LA02299,Gujarat,Gujarat_District_1,Mining,Municipal Corporation,12.17,Tribal/Scheduled Area,120,True,45.4,536793.0,True,True,True,269,True,Title Dispute,False,False,0,False,26,False,False,Not Started,0.65,True,0.35,744,Notification,True,28.1
LA02300,Uttar Pradesh,Uttar Pradesh_District_2,Industrial Corridor,Indian Railways,14.95,Urban/Residential,21,True,85.9,261395.0,False,False,False,82,False,None,False,False,0,False,10,False,False,Partial,0.85,False,0.17,249,Possession Taken,False,5.1
LA02301,Madhya Pradesh,Madhya Pradesh_District_3,Urban Housing,State Industrial Dev. Corp,13.41,Agricultural,105,True,73.6,822219.0,False,True,False,592,False,None,False,False,0,True,37,True,True,Full,0.78,False,0.72,1033,Notification,True,21.0
LA02302,Maharashtra,Maharashtra_District_2,Highway,Indian Railways,2.48,Agricultural,7,True,61.9,582576.0,False,True,False,468,False,None,False,False,0,True,3,False,False,Not Started,0.31,True,0.38,284,Closed,False,1.5
LA02303,Bihar,Bihar_District_3,Railway,Municipal Corporation,13.58,Forest,78,False,65.4,295964.0,True,True,False,337,True,Compensation Dispute,False,False,0,True,22,False,False,Partial,0.59,True,0.27,1489,Closed,True,11.9
LA02304,Madhya Pradesh,Madhya Pradesh_District_3,Railway,Irrigation Dept,57.7,Agricultural,8,False,91.9,522213.0,False,True,False,198,False,None,False,False,0,False,2,False,False,Partial,0.63,True,0.72,1388,Compensation Disbursed,False,0.0
LA02305,Rajasthan,Rajasthan_District_1,Highway,Municipal Corporation,2.02,Wasteland,10,True,55.3,263658.0,True,False,False,147,False,None,False,False,0,True,2,True,True,Partial,0.7,False,0.44,1597,Closed,False,0.7
LA02306,Karnataka,Karnataka_District_3,Mining,State Industrial Dev. Corp,105.98,Urban/Residential,30,True,93.1,256712.0,False,True,False,130,False,None,False,False,0,True,13,True,False,Partial,0.91,True,0.27,1011,Award Declared,False,0.0
LA02307,Gujarat,Gujarat_District_3,Power Plant,NHAI,8.29,Tribal/Scheduled Area,7,True,69.2,616256.0,True,True,False,171,True,Title Dispute,True,True,7,False,3,False,False,Not Started,0.65,False,0.21,155,Possession Taken,True,30.1
LA02308,Odisha,Odisha_District_1,Industrial Corridor,State PWD,2.78,Forest,48,True,79.4,547811.0,False,False,False,297,False,None,False,False,0,True,21,False,False,Full,0.33,True,0.49,1726,SIA,False,2.9
LA02309,Madhya Pradesh,Madhya Pradesh_District_1,Industrial Corridor,State Power Corp,8.15,Agricultural,28,False,31.1,824638.0,True,True,False,185,True,Compensation Dispute,True,True,12,True,5,True,False,Partial,0.67,False,0.31,278,SIA,False,1.6
LA02310,West Bengal,West Bengal_District_3,Highway,State PWD,5.31,Agricultural,51,False,95.3,255596.0,False,False,False,72,False,None,False,False,0,True,9,True,False,Full,0.31,True,0.17,1072,SIA,False,1.2
LA02311,Maharashtra,Maharashtra_District_2,Irrigation,State Industrial Dev. Corp,8.41,Tribal/Scheduled Area,18,True,63.8,365646.0,False,True,False,128,False,None,False,False,0,True,10,True,True,Not Started,0.84,True,0.38,270,Possession Taken,False,2.5
LA02312,Maharashtra,Maharashtra_District_2,Irrigation,State Power Corp,1.93,Agricultural,12,False,72.9,656581.0,True,False,True,143,True,Public Purpose Challenge,True,False,4,False,1,False,False,Full,0.78,True,0.38,507,Award Declared,True,20.5
LA02313,Rajasthan,Rajasthan_District_2,Urban Housing,Irrigation Dept,10.59,Agricultural,11,False,78.8,490667.0,False,True,False,248,False,None,False,False,0,False,4,False,False,Full,0.82,True,0.08,1134,Compensation Disbursed,False,1.3
LA02314,Rajasthan,Rajasthan_District_3,Power Plant,NHAI,6.16,Agricultural,13,False,73.4,1240187.0,False,True,False,90,True,Compensation Dispute,True,False,11,True,5,True,False,Partial,0.34,True,0.16,1230,SIA,False,4.4
LA02315,Odisha,Odisha_District_2,Power Plant,Municipal Corporation,39.22,Agricultural,14,True,84.5,427247.0,True,False,True,100,True,Public Purpose Challenge,True,False,2,False,8,False,False,Not Started,0.39,True,0.41,1596,Notification,False,3.5
LA02316,Odisha,Odisha_District_4,Irrigation,State Industrial Dev. Corp,2.04,Urban/Residential,65,True,56.7,563540.0,True,True,False,244,True,Title Dispute,True,False,17,False,34,False,False,Full,0.2,False,0.5,496,Notification,True,18.7
LA02317,Uttar Pradesh,Uttar Pradesh_District_1,Irrigation,Irrigation Dept,5.34,Agricultural,33,True,56.2,591104.0,False,False,False,197,False,None,False,False,0,False,16,False,False,Partial,0.58,True,0.77,1475,SIA,False,3.3
LA02318,Odisha,Odisha_District_2,Mining,Irrigation Dept,23.27,Urban/Residential,18,False,72.9,410793.0,True,True,False,217,True,Public Purpose Challenge,True,False,23,False,8,False,False,Full,0.82,True,0.41,1363,SIA,False,2.0
LA02319,West Bengal,West Bengal_District_4,Irrigation,Irrigation Dept,10.81,Agricultural,64,False,48.4,223373.0,True,True,True,101,True,Compensation Dispute,False,False,0,True,22,True,True,Not Started,0.64,True,0.3,1163,Notification,False,4.4
LA02320,Rajasthan,Rajasthan_District_4,Power Plant,State Power Corp,320.4,Forest,49,True,80.3,625248.0,False,False,True,118,False,None,False,False,0,True,15,False,False,Not Started,0.52,True,0.31,1730,Closed,True,21.3
LA02321,Punjab,Punjab_District_3,Highway,Municipal Corporation,31.84,Tribal/Scheduled Area,121,False,72.8,561117.0,True,True,True,53,True,Title Dispute,True,True,8,False,13,False,False,Full,0.3,True,0.49,1204,Notification,True,24.9
LA02322,Odisha,Odisha_District_4,Highway,Indian Railways,3.37,Urban/Residential,55,True,69.7,528673.0,False,True,True,82,False,None,False,False,0,True,8,False,False,Not Started,0.4,True,0.5,1189,Notification,False,2.5
LA02323,Rajasthan,Rajasthan_District_2,Industrial Corridor,Irrigation Dept,2.75,Agricultural,32,False,69.4,671059.0,True,True,False,321,False,None,False,False,0,True,11,False,False,Not Started,0.5,True,0.08,771,Notification,False,2.4
LA02324,Rajasthan,Rajasthan_District_2,Industrial Corridor,State PWD,365.15,Tribal/Scheduled Area,90,False,95.5,1236033.0,False,True,False,69,True,Title Dispute,True,True,12,False,52,True,True,Full,0.83,False,0.08,1524,Notification,False,2.1
LA02325,Maharashtra,Maharashtra_District_2,Railway,State Industrial Dev. Corp,18.98,Agricultural,13,True,56.0,240792.0,False,False,False,120,False,None,False,False,0,True,3,False,False,Not Started,0.87,True,0.38,1419,Possession Taken,False,0.0
LA02326,Gujarat,Gujarat_District_1,Mining,Irrigation Dept,33.04,Urban/Residential,5,True,58.4,342670.0,False,True,False,126,False,None,False,False,0,True,2,False,False,Full,0.47,True,0.35,1718,Possession Taken,False,0.0
LA02327,Punjab,Punjab_District_1,Urban Housing,Irrigation Dept,112.95,Agricultural,47,True,74.6,475994.0,False,False,False,551,True,Compensation Dispute,True,False,3,False,17,True,True,Partial,0.72,True,0.3,121,SIA,False,1.5
LA02328,West Bengal,West Bengal_District_4,Industrial Corridor,State Power Corp,23.51,Wasteland,24,False,89.2,258469.0,True,True,False,225,False,None,False,False,0,False,10,False,False,Partial,0.15,True,0.3,1145,Award Declared,False,1.6
LA02329,Uttar Pradesh,Uttar Pradesh_District_4,Power Plant,State Industrial Dev. Corp,15.59,Forest,27,True,73.0,1502205.0,False,True,False,45,False,None,False,False,0,False,14,False,False,Not Started,0.58,True,0.27,1252,Closed,True,19.8
LA02330,Karnataka,Karnataka_District_1,Power Plant,State PWD,16.12,Urban/Residential,3,True,100.0,459203.0,True,True,False,118,False,None,False,False,0,False,1,False,False,Partial,0.91,True,0.47,1232,Award Declared,False,2.7
LA02331,Rajasthan,Rajasthan_District_3,Urban Housing,State Power Corp,5.47,Agricultural,29,True,65.1,325789.0,False,False,False,79,False,None,False,False,0,True,14,False,False,Partial,0.87,True,0.16,1504,Possession Taken,True,23.6
LA02332,Madhya Pradesh,Madhya Pradesh_District_4,Industrial Corridor,State PWD,113.48,Agricultural,27,False,75.5,200864.0,False,True,True,61,False,None,False,False,0,False,6,False,False,Not Started,0.93,True,0.14,939,Award Declared,False,3.6
LA02333,Uttar Pradesh,Uttar Pradesh_District_1,Industrial Corridor,Irrigation Dept,75.93,Agricultural,4,False,82.7,273532.0,False,True,True,622,True,Public Purpose Challenge,True,False,9,True,1,True,True,Partial,0.53,False,0.77,526,Compensation Disbursed,False,2.0
LA02334,Uttar Pradesh,Uttar Pradesh_District_4,Irrigation,NHAI,72.18,Urban/Residential,14,False,91.4,677779.0,True,True,False,138,False,None,False,False,0,False,2,False,False,Full,0.42,True,0.27,1280,Closed,False,2.0
LA02335,West Bengal,West Bengal_District_3,Urban Housing,State PWD,7.38,Urban/Residential,29,False,12.4,636066.0,True,True,False,230,False,None,False,False,0,True,5,True,False,Partial,0.47,True,0.17,492,SIA,False,1.7
LA02336,Karnataka,Karnataka_District_4,Railway,Indian Railways,57.78,Urban/Residential,21,True,100.0,296360.0,False,False,False,163,True,Compensation Dispute,True,False,14,True,8,True,True,Full,0.85,True,0.11,391,Notification,False,0.0
LA02337,Rajasthan,Rajasthan_District_1,Railway,Irrigation Dept,17.55,Agricultural,2,True,68.8,304012.0,False,True,False,126,True,Title Dispute,True,False,119,False,0,False,False,Partial,0.77,True,0.44,1405,Possession Taken,True,10.9
LA02338,Maharashtra,Maharashtra_District_3,Industrial Corridor,State Industrial Dev. Corp,43.43,Forest,48,True,71.5,866455.0,False,True,False,100,False,None,False,False,0,True,7,False,False,Partial,0.53,True,0.53,1763,Possession Taken,True,28.3
LA02339,Rajasthan,Rajasthan_District_1,Mining,Irrigation Dept,35.18,Agricultural,20,True,76.5,686764.0,False,True,True,85,False,None,False,False,0,True,3,True,True,Partial,0.48,True,0.44,1054,Possession Taken,False,3.1
LA02340,Rajasthan,Rajasthan_District_2,Irrigation,State Industrial Dev. Corp,1.09,Agricultural,22,True,34.9,323609.0,False,True,False,157,False,None,False,False,0,True,12,False,False,Not Started,0.7,True,0.08,1702,Possession Taken,False,0.0
LA02341,Bihar,Bihar_District_4,Mining,State PWD,10.04,Agricultural,65,False,33.5,1070591.0,True,True,False,233,False,None,False,False,0,True,21,True,False,Not Started,0.78,True,0.32,1345,Possession Taken,False,0.6
LA02342,Uttar Pradesh,Uttar Pradesh_District_1,Railway,State Industrial Dev. Corp,89.49,Agricultural,94,True,100.0,347576.0,False,True,False,312,False,None,False,False,0,False,19,True,True,Partial,0.84,True,0.77,1310,Notification,False,0.8
LA02343,West Bengal,West Bengal_District_4,Railway,State Power Corp,11.16,Agricultural,270,True,52.8,444214.0,True,True,False,425,True,Public Purpose Challenge,True,True,19,True,72,False,False,Full,0.55,True,0.3,289,Possession Taken,True,20.2
LA02344,Punjab,Punjab_District_4,Mining,State Power Corp,20.34,Agricultural,89,True,54.2,481147.0,True,True,False,132,True,Compensation Dispute,True,False,9,False,36,False,False,Full,0.55,True,0.28,983,Closed,True,33.9
LA02345,Rajasthan,Rajasthan_District_1,Power Plant,NHAI,16.88,Urban/Residential,568,False,94.1,636896.0,False,True,False,191,True,Title Dispute,True,False,11,True,302,False,False,Full,0.56,True,0.44,537,Closed,False,1.9
LA02346,Punjab,Punjab_District_4,Railway,Municipal Corporation,28.46,Agricultural,29,True,68.6,320820.0,False,True,False,134,False,None,False,False,0,False,16,False,False,Full,0.96,True,0.28,1318,Award Declared,False,1.0
LA02347,Rajasthan,Rajasthan_District_4,Irrigation,State PWD,11.41,Agricultural,132,True,96.5,295283.0,False,True,False,148,True,Compensation Dispute,True,True,35,True,49,True,True,Partial,0.43,True,0.31,1339,Closed,False,3.7
LA02348,Uttar Pradesh,Uttar Pradesh_District_3,Irrigation,State Industrial Dev. Corp,5.72,Tribal/Scheduled Area,85,True,81.7,191959.0,False,True,True,704,False,None,False,False,0,True,33,True,False,Not Started,0.4,True,0.65,777,Possession Taken,True,18.0
LA02349,Rajasthan,Rajasthan_District_2,Industrial Corridor,Indian Railways,5.89,Agricultural,162,True,81.5,356389.0,True,False,True,75,False,None,False,False,0,False,77,True,True,Not Started,0.92,True,0.08,609,SIA,True,30.6
LA02350,Madhya Pradesh,Madhya Pradesh_District_3,Industrial Corridor,Indian Railways,85.74,Forest,35,False,88.5,433225.0,False,True,False,130,False,None,False,False,0,False,5,False,False,Full,0.4,True,0.72,66,Closed,False,2.9
LA02351,Gujarat,Gujarat_District_3,Highway,Indian Railways,34.36,Tribal/Scheduled Area,29,True,79.3,566327.0,False,True,True,56,False,None,False,False,0,True,8,True,True,Not Started,0.83,True,0.21,982,SIA,False,0.4
LA02352,Maharashtra,Maharashtra_District_2,Power Plant,State PWD,0.18,Agricultural,14,True,100.0,192389.0,False,True,False,467,False,None,False,False,0,True,4,False,False,Full,0.83,True,0.38,1756,SIA,False,1.2
LA02353,Rajasthan,Rajasthan_District_2,Irrigation,Irrigation Dept,21.87,Tribal/Scheduled Area,339,False,79.6,268813.0,False,True,False,203,False,None,False,False,0,True,156,False,False,Partial,0.37,True,0.08,195,Closed,False,3.3
LA02354,Punjab,Punjab_District_3,Highway,Municipal Corporation,35.48,Urban/Residential,61,True,53.4,825406.0,True,False,False,391,False,None,False,False,0,True,16,False,False,Partial,0.8,True,0.49,1249,Closed,True,18.8
LA02355,Bihar,Bihar_District_2,Highway,Indian Railways,9.97,Agricultural,19,True,82.1,484851.0,True,True,True,295,True,Compensation Dispute,True,True,25,True,2,False,False,Not Started,0.69,True,0.43,1674,Closed,False,2.2
LA02356,Bihar,Bihar_District_3,Railway,Municipal Corporation,12.99,Forest,61,False,45.5,748973.0,True,True,True,352,False,None,False,False,0,True,35,False,False,Partial,0.69,True,0.27,69,Closed,True,21.4
LA02357,Odisha,Odisha_District_1,Industrial Corridor,NHAI,21.28,Agricultural,12,True,71.9,842579.0,False,True,False,79,False,None,False,False,0,True,5,True,True,Not Started,0.83,True,0.49,1405,Award Declared,False,2.7
LA02358,West Bengal,West Bengal_District_1,Highway,Irrigation Dept,9.26,Agricultural,29,True,30.5,859701.0,True,False,False,137,False,None,False,False,0,True,12,False,False,Partial,0.41,True,0.3,1053,Possession Taken,False,1.4
LA02359,Gujarat,Gujarat_District_4,Mining,State Power Corp,58.54,Tribal/Scheduled Area,89,True,83.3,348951.0,False,False,False,238,False,None,False,False,0,False,46,False,False,Full,0.69,True,0.45,64,Award Declared,False,1.3
LA02360,Odisha,Odisha_District_4,Power Plant,State Power Corp,10.45,Urban/Residential,23,True,65.7,1258497.0,False,True,True,170,True,Title Dispute,True,True,4,True,12,False,False,Not Started,0.75,True,0.5,880,Notification,True,19.2
LA02361,West Bengal,West Bengal_District_2,Highway,State Power Corp,3.32,Tribal/Scheduled Area,32,True,65.5,636601.0,False,False,False,136,True,Compensation Dispute,True,False,37,False,14,False,False,Partial,0.34,False,0.4,1066,Possession Taken,True,37.2
LA02362,Karnataka,Karnataka_District_2,Highway,Indian Railways,1.91,Tribal/Scheduled Area,83,True,77.5,294379.0,False,True,False,190,False,None,False,False,0,True,13,True,False,Partial,0.54,True,0.81,812,Compensation Disbursed,True,21.7
LA02363,Odisha,Odisha_District_1,Mining,NHAI,42.21,Tribal/Scheduled Area,19,True,56.6,261020.0,True,True,True,374,True,Public Purpose Challenge,True,False,7,True,8,False,False,Not Started,0.38,False,0.49,173,Possession Taken,True,25.5
LA02364,Rajasthan,Rajasthan_District_4,Highway,State Power Corp,11.34,Agricultural,32,True,93.5,431973.0,True,True,False,229,False,None,False,False,0,True,6,False,False,Partial,0.48,True,0.31,1459,Award Declared,True,16.3
LA02365,Gujarat,Gujarat_District_2,Industrial Corridor,Indian Railways,7.88,Forest,111,False,70.9,194696.0,False,True,False,68,False,None,False,False,0,True,31,True,True,Partial,0.54,True,0.56,462,Closed,False,0.0
LA02366,Odisha,Odisha_District_1,Power Plant,Indian Railways,1.09,Agricultural,53,False,69.5,156411.0,False,True,False,108,False,None,False,False,0,True,30,False,False,Partial,0.36,True,0.49,129,Award Declared,False,0.3
LA02367,Maharashtra,Maharashtra_District_4,Industrial Corridor,State PWD,24.06,Urban/Residential,10,True,79.7,842988.0,True,True,False,683,False,None,False,False,0,True,4,False,False,Full,0.59,False,0.24,272,SIA,False,3.2
LA02368,Rajasthan,Rajasthan_District_4,Industrial Corridor,State Industrial Dev. Corp,17.86,Agricultural,3,False,89.0,495515.0,False,True,True,407,False,None,False,False,0,False,1,False,False,Not Started,0.64,True,0.31,362,Compensation Disbursed,False,2.1
LA02369,Rajasthan,Rajasthan_District_3,Urban Housing,State PWD,40.58,Agricultural,2,True,61.7,351386.0,True,True,False,39,False,None,False,False,0,True,0,False,False,Not Started,0.91,True,0.16,750,Award Declared,False,0.0
LA02370,Gujarat,Gujarat_District_2,Mining,Municipal Corporation,26.56,Tribal/Scheduled Area,823,True,100.0,775554.0,False,True,False,126,False,None,False,False,0,True,242,False,False,Partial,0.24,False,0.56,629,Possession Taken,True,16.0
LA02371,Bihar,Bihar_District_1,Irrigation,State Power Corp,1.81,Tribal/Scheduled Area,30,True,100.0,378868.0,False,True,False,151,False,None,False,False,0,True,16,True,True,Full,0.56,True,0.2,479,Possession Taken,False,0.9
LA02372,Punjab,Punjab_District_4,Power Plant,State Power Corp,29.36,Forest,2,True,83.4,784192.0,False,True,False,416,False,None,False,False,0,False,0,False,False,Partial,0.29,False,0.28,831,Notification,True,15.6
LA02373,Uttar Pradesh,Uttar Pradesh_District_2,Railway,Municipal Corporation,5.17,Agricultural,21,True,94.4,244616.0,False,True,True,115,False,None,False,False,0,False,4,False,False,Partial,0.81,False,0.17,1403,Compensation Disbursed,True,25.5
LA02374,Punjab,Punjab_District_3,Urban Housing,Indian Railways,1.65,Agricultural,72,True,74.0,435421.0,False,True,False,124,True,Public Purpose Challenge,True,False,24,False,38,True,False,Partial,0.7,True,0.49,189,Award Declared,True,22.9
LA02375,Maharashtra,Maharashtra_District_4,Urban Housing,State PWD,7.23,Agricultural,36,True,73.4,416848.0,False,True,False,106,False,None,False,False,0,True,9,True,True,Partial,0.31,True,0.24,1513,Notification,False,2.4
LA02376,Punjab,Punjab_District_3,Power Plant,State Industrial Dev. Corp,1.23,Agricultural,22,False,56.8,774204.0,False,False,False,154,False,None,False,False,0,False,11,False,False,Not Started,0.44,True,0.49,1742,Possession Taken,False,1.3
LA02377,Punjab,Punjab_District_4,Irrigation,Municipal Corporation,18.31,Agricultural,131,True,88.1,283804.0,True,True,False,692,True,Compensation Dispute,True,False,3,False,16,False,False,Not Started,0.38,True,0.28,509,Award Declared,True,20.8
LA02378,Bihar,Bihar_District_1,Mining,Indian Railways,1.23,Agricultural,182,True,83.5,856170.0,False,True,False,105,False,None,False,False,0,True,42,True,False,Full,0.51,True,0.2,474,Award Declared,False,1.8
LA02379,Bihar,Bihar_District_4,Urban Housing,State PWD,12.74,Tribal/Scheduled Area,24,True,32.1,535870.0,False,True,True,673,False,None,False,False,0,True,8,False,False,Partial,0.5,True,0.32,287,Compensation Disbursed,False,0.9
LA02380,Maharashtra,Maharashtra_District_3,Urban Housing,NHAI,29.91,Urban/Residential,24,True,69.1,285570.0,False,True,True,244,True,Compensation Dispute,False,False,0,True,6,False,False,Full,0.85,True,0.53,525,Notification,False,2.2
LA02381,Uttar Pradesh,Uttar Pradesh_District_4,Mining,State Industrial Dev. Corp,4.18,Forest,30,True,79.6,494724.0,True,True,False,138,True,Compensation Dispute,False,False,0,True,8,False,False,Partial,0.26,False,0.27,332,Closed,True,15.4
LA02382,West Bengal,West Bengal_District_1,Power Plant,Indian Railways,0.94,Agricultural,53,False,56.4,165185.0,False,True,False,182,False,None,False,False,0,True,24,True,False,Partial,0.37,False,0.3,997,Possession Taken,False,0.0
LA02383,Bihar,Bihar_District_3,Urban Housing,NHAI,155.44,Wasteland,19,True,69.7,621347.0,False,True,False,430,True,Title Dispute,False,False,0,False,9,False,False,Full,0.45,True,0.27,371,Closed,False,2.3
LA02384,Bihar,Bihar_District_2,Industrial Corridor,State Power Corp,11.55,Agricultural,169,True,58.3,686103.0,True,False,True,100,True,Compensation Dispute,True,True,6,True,97,True,True,Full,0.79,True,0.43,459,Award Declared,True,30.0
LA02385,Maharashtra,Maharashtra_District_1,Industrial Corridor,Irrigation Dept,30.02,Tribal/Scheduled Area,22,True,64.4,317702.0,False,False,True,155,False,None,False,False,0,True,11,True,True,Not Started,0.5,True,0.49,1660,Closed,False,0.5
LA02386,Gujarat,Gujarat_District_3,Mining,Municipal Corporation,33.8,Urban/Residential,49,False,65.4,604701.0,False,True,False,386,False,None,False,False,0,False,26,False,False,Not Started,0.65,True,0.21,587,Compensation Disbursed,False,1.4
LA02387,Maharashtra,Maharashtra_District_3,Urban Housing,NHAI,28.98,Tribal/Scheduled Area,74,True,60.4,388206.0,False,False,False,61,False,None,False,False,0,False,13,False,False,Partial,0.71,True,0.53,141,Possession Taken,False,0.2
LA02388,Uttar Pradesh,Uttar Pradesh_District_3,Railway,NHAI,191.84,Urban/Residential,39,True,35.4,608374.0,True,True,True,378,True,Title Dispute,True,True,8,True,15,True,False,Partial,0.74,True,0.65,1086,Award Declared,True,27.7
LA02389,West Bengal,West Bengal_District_2,Railway,Indian Railways,0.41,Forest,47,False,49.2,400499.0,True,True,False,290,True,Compensation Dispute,True,False,9,False,5,True,True,Partial,0.34,True,0.4,676,Award Declared,False,3.2
LA02390,Madhya Pradesh,Madhya Pradesh_District_4,Mining,State Industrial Dev. Corp,21.07,Agricultural,12,True,100.0,293045.0,False,True,False,161,False,None,False,False,0,True,5,True,True,Not Started,0.77,False,0.14,631,Possession Taken,False,1.5
LA02391,Bihar,Bihar_District_1,Urban Housing,State PWD,52.1,Agricultural,669,False,61.6,578033.0,False,True,True,392,True,Title Dispute,True,False,5,True,218,False,False,Full,0.65,True,0.2,1593,Closed,False,3.4
LA02392,Karnataka,Karnataka_District_2,Mining,State PWD,7.79,Urban/Residential,31,True,76.7,148959.0,False,False,False,232,False,None,False,False,0,True,7,False,False,Partial,0.62,False,0.81,174,Possession Taken,False,0.0
LA02393,Madhya Pradesh,Madhya Pradesh_District_2,Industrial Corridor,NHAI,4.74,Agricultural,59,True,86.5,1530035.0,True,False,False,553,True,Compensation Dispute,True,False,42,True,15,True,False,Full,0.51,True,0.56,1176,Notification,True,22.5
LA02394,Bihar,Bihar_District_4,Irrigation,State Industrial Dev. Corp,14.56,Agricultural,39,False,92.2,392796.0,False,True,False,231,False,None,False,False,0,True,15,True,True,Partial,0.85,True,0.32,921,Possession Taken,False,3.0
LA02395,Bihar,Bihar_District_3,Industrial Corridor,Municipal Corporation,5.65,Agricultural,74,False,46.8,466245.0,False,True,False,215,False,None,False,False,0,False,33,False,False,Full,0.28,True,0.27,1742,Notification,False,2.6
LA02396,Karnataka,Karnataka_District_4,Urban Housing,State Power Corp,2.04,Urban/Residential,20,True,88.1,548283.0,False,True,True,379,False,None,False,False,0,False,10,False,False,Not Started,0.89,True,0.11,889,Possession Taken,False,2.7
LA02397,Gujarat,Gujarat_District_1,Power Plant,Indian Railways,2.6,Urban/Residential,42,True,91.6,551036.0,False,True,False,389,True,Title Dispute,True,True,40,True,4,True,False,Not Started,0.48,False,0.35,276,Compensation Disbursed,True,22.4
LA02398,Rajasthan,Rajasthan_District_4,Irrigation,State PWD,19.89,Urban/Residential,31,False,27.0,236054.0,True,True,False,814,False,None,False,False,0,True,7,True,True,Not Started,0.43,True,0.31,290,Compensation Disbursed,False,3.0
LA02399,Punjab,Punjab_District_1,Irrigation,Indian Railways,31.81,Agricultural,56,False,69.3,454160.0,False,True,True,280,False,None,False,False,0,True,17,True,True,Full,0.82,True,0.3,125,Award Declared,False,2.0
LA02400,Maharashtra,Maharashtra_District_2,Railway,State Power Corp,25.97,Urban/Residential,29,True,61.4,776794.0,False,True,True,145,True,Title Dispute,True,False,8,True,3,False,False,Full,0.64,True,0.38,1739,SIA,True,27.5
LA02401,Madhya Pradesh,Madhya Pradesh_District_2,Highway,Indian Railways,5.09,Forest,25,True,82.7,773656.0,False,True,False,316,False,None,False,False,0,True,3,False,False,Partial,0.89,True,0.56,839,SIA,False,1.0
LA02402,Bihar,Bihar_District_4,Highway,State Industrial Dev. Corp,16.78,Agricultural,7,False,95.2,300040.0,False,True,True,54,False,None,False,False,0,False,0,True,False,Not Started,0.71,True,0.32,772,Possession Taken,False,4.6
LA02403,Odisha,Odisha_District_2,Railway,Municipal Corporation,41.47,Agricultural,76,True,66.8,951877.0,False,True,False,94,False,None,False,False,0,True,19,False,False,Full,0.37,True,0.41,577,Award Declared,False,0.0
