case_id,objection_type,objecting_groups,prior_broken_promises,turnout_ratio,gram_sabha_outcome,escalation_language,asset_loss_type
LA02674,procedural,agricultural labourers,False,0.1,passed,False,none
LA02675,none,,False,0.29,passed,False,sacred grove
LA02676,procedural,representatives of the Scheduled Tribe community;the local women's self-help group,True,0.49,deferred,False,none
LA02677,none,,False,0.79,passed,False,none
LA02678,none,,False,0.79,passed,False,none
LA02679,procedural,landowning farmers;agricultural labourers,True,0.72,rejected,False,none
LA02680,fundamental,tenant cultivators,False,0.71,rejected,False,none
LA02681,procedural,representatives of the Scheduled Tribe community;tenant cultivators,False,1.33,deferred,False,none
LA02682,none,,False,1.14,passed,False,none
LA02683,fundamental,landowning farmers;tenant cultivators,False,0.52,deferred,False,none
LA02684,procedural,agricultural labourers,False,0.9,passed,True,irrigation source
LA02685,fundamental,tenant cultivators;landowning farmers;representatives of the Scheduled Tribe community,False,0.47,rejected,False,irrigation source
LA02686,fundamental,local shopkeepers and traders;agricultural labourers;tenant cultivators,False,0.08,rejected,True,none
LA02687,procedural,representatives of the Scheduled Tribe community,False,0.65,passed,False,none
LA02688,none,,False,0.77,passed,False,none
LA02689,procedural,landowning farmers;the local women's self-help group,True,0.67,passed,True,none
LA02690,none,,True,0.08,rejected,False,none
LA02691,none,,False,0.12,passed,False,none
LA02692,none,,False,0.65,passed,True,irrigation source
LA02693,none,,False,0.58,passed,False,community water tank
LA02694,none,,False,0.4,passed,False,none
LA02695,none,,False,0.39,passed,False,none
LA02696,fundamental,representatives of the Scheduled Tribe community;elected Panchayat members,False,0.37,passed,True,none
LA02697,fundamental,elected Panchayat members;tenant cultivators;landowning farmers,False,0.73,passed,False,none
LA02698,fundamental,the local women's self-help group;representatives of the Scheduled Tribe community;landowning farmers,False,0.62,rejected,True,grazing commons
LA02699,none,,True,0.27,passed,False,irrigation source
LA02700,procedural,local shopkeepers and traders;elected Panchayat members,False,0.43,deferred,False,irrigation source
LA02701,none,,False,0.33,passed,False,none
LA02702,none,,False,0.51,deferred,False,none
LA02703,none,,False,0.69,passed,True,none
LA02704,fundamental,landowning farmers,False,0.13,passed,False,none
LA02705,fundamental,representatives of the Scheduled Tribe community;agricultural labourers,True,0.66,passed,False,none
LA02706,none,,True,0.5,passed,False,none
LA02707,none,,False,0.54,passed,False,community water tank
LA02708,none,,False,0.53,passed,False,none
LA02709,fundamental,local shopkeepers and traders;the local women's self-help group,False,0.67,deferred,True,none
LA02710,procedural,the local women's self-help group;landowning farmers;agricultural labourers,False,0.55,rejected,False,none
LA02711,fundamental,agricultural labourers,False,0.43,passed,False,none
LA02712,none,,False,0.8,passed,False,grazing commons
LA02713,procedural,elected Panchayat members,False,0.42,rejected,False,none
LA02714,none,,True,0.3,passed,True,none
LA02715,none,,False,0.81,passed,True,grazing commons
LA02716,none,,False,0.41,passed,False,irrigation source
LA02717,procedural,representatives of the Scheduled Tribe community;landowning farmers,True,0.44,passed,False,none
LA02718,procedural,representatives of the Scheduled Tribe community,True,0.23,passed,False,sacred grove
LA02719,none,,True,0.63,passed,True,none
LA02720,procedural,the local women's self-help group;landowning farmers,False,0.78,passed,False,none
LA02721,fundamental,elected Panchayat members;landowning farmers,False,0.7,rejected,False,community water tank
LA02722,fundamental,landowning farmers,False,0.69,rejected,False,sacred grove
LA02723,fundamental,the local women's self-help group;agricultural labourers,False,0.47,deferred,False,none
LA02724,none,,False,0.05,passed,False,none
LA02725,procedural,landowning farmers;tenant cultivators;agricultural labourers,False,0.59,passed,False,none
LA02726,procedural,elected Panchayat members;landowning farmers,False,1.0,deferred,True,none
LA02727,none,,True,0.17,passed,False,none
LA02728,none,,False,1.11,passed,False,none
LA02729,procedural,agricultural labourers;tenant cultivators,False,0.08,passed,False,community water tank
LA02730,fundamental,landowning farmers,False,0.74,passed,True,none
LA02731,procedural,representatives of the Scheduled Tribe community;tenant cultivators;landowning farmers,False,0.16,passed,False,sacred grove
LA02732,procedural,agricultural labourers,False,2.0,deferred,False,none
LA02733,none,,False,0.85,deferred,False,irrigation source
LA02734,none,,False,0.47,deferred,True,burial ground
LA02735,procedural,tenant cultivators,False,0.2,deferred,False,none
LA02736,procedural,the local women's self-help group;representatives of the Scheduled Tribe community;tenant cultivators,False,0.65,deferred,False,none
LA02737,procedural,the local women's self-help group;tenant cultivators,True,0.42,rejected,False,community water tank
LA02738,none,,False,0.88,passed,False,none
LA02739,none,,False,0.83,passed,False,none
LA02740,none,,True,0.93,deferred,True,none
LA02741,fundamental,local shopkeepers and traders,False,1.03,rejected,True,community water tank
LA02742,none,,False,0.52,passed,False,none
LA02743,procedural,the local women's self-help group;landowning farmers,False,0.64,passed,False,none
LA02744,procedural,tenant cultivators,False,0.24,passed,False,none
LA02745,none,,False,0.64,passed,False,none
LA02746,procedural,tenant cultivators;representatives of the Scheduled Tribe community,False,1.06,deferred,False,none
LA02747,none,,False,0.46,passed,True,community water tank
LA02748,fundamental,agricultural labourers,False,0.62,rejected,False,none
LA02749,none,,False,0.54,deferred,False,community water tank
LA02750,none,,False,0.38,passed,False,grazing commons
LA02751,fundamental,landowning farmers,False,0.4,passed,True,none
LA02752,fundamental,elected Panchayat members;agricultural labourers;local shopkeepers and traders,True,1.6,passed,True,none
LA02753,fundamental,agricultural labourers,True,0.47,deferred,False,irrigation source
LA02754,fundamental,landowning farmers;elected Panchayat members,True,0.48,rejected,True,none
LA02755,none,,False,0.37,passed,True,none
LA02756,none,,True,0.44,passed,False,none
LA02757,none,,False,0.63,passed,False,community water tank
LA02758,none,,False,1.06,passed,False,none
LA02759,fundamental,landowning farmers,False,0.51,deferred,False,none
LA02760,fundamental,tenant cultivators;landowning farmers,False,0.78,rejected,True,none
LA02761,procedural,local shopkeepers and traders;landowning farmers,False,1.16,passed,False,none
LA02762,procedural,elected Panchayat members;representatives of the Scheduled Tribe community;landowning farmers,False,0.18,passed,False,none
LA02763,none,,True,0.99,deferred,True,community water tank
LA02764,fundamental,agricultural labourers,False,2.67,deferred,True,none
LA02765,none,,False,0.44,passed,False,none
LA02766,procedural,representatives of the Scheduled Tribe community;elected Panchayat members,False,0.69,passed,False,irrigation source
LA02767,none,,False,0.41,passed,False,irrigation source
LA02768,fundamental,the local women's self-help group;local shopkeepers and traders;agricultural labourers,False,0.89,deferred,True,none
LA02769,fundamental,tenant cultivators,True,0.5,deferred,False,community water tank
LA02770,fundamental,landowning farmers,False,4.0,rejected,False,none
LA02771,none,,False,0.28,passed,True,none
LA02772,none,,False,0.23,rejected,False,grazing commons
LA02773,none,,False,0.89,deferred,False,irrigation source
LA02774,fundamental,landowning farmers;local shopkeepers and traders,True,0.71,passed,True,none
LA02775,none,,False,0.51,passed,False,burial ground
LA02776,none,,False,0.2,passed,False,none
LA02777,none,,False,0.71,passed,False,none
LA02778,none,,False,0.51,passed,True,none
LA02779,none,,True,0.56,deferred,True,none
LA02780,none,,False,0.62,passed,False,none
LA02781,none,,False,0.8,passed,False,community water tank
LA02782,none,,True,1.6,passed,False,none
LA02783,none,,False,0.83,deferred,True,irrigation source
LA02784,fundamental,agricultural labourers,False,1.6,deferred,False,sacred grove
LA02785,none,,False,0.82,passed,False,none
LA02786,none,,True,0.8,passed,False,none
LA02787,none,,False,0.61,passed,False,none
LA02788,none,,False,1.14,passed,False,grazing commons
LA02789,none,,False,0.67,passed,False,none
LA02790,none,,True,0.5,passed,True,none
LA02791,procedural,the local women's self-help group,False,0.09,deferred,False,grazing commons
LA02792,procedural,landowning farmers;tenant cultivators;agricultural labourers,False,0.63,deferred,True,none
LA02793,none,,False,0.26,passed,False,grazing commons
LA02794,procedural,landowning farmers;tenant cultivators;agricultural labourers,False,0.55,passed,False,none
LA02795,none,,False,0.63,passed,False,none
LA02796,fundamental,landowning farmers,True,0.47,deferred,True,none
LA02797,none,,False,0.56,passed,False,none
LA02798,procedural,landowning farmers;representatives of the Scheduled Tribe community;tenant cultivators,False,0.69,deferred,False,burial ground
LA02799,fundamental,tenant cultivators,True,0.97,passed,True,none
LA02800,fundamental,tenant cultivators,True,0.8,passed,True,none
LA02801,none,,False,0.32,passed,False,none
LA02802,procedural,landowning farmers;tenant cultivators;agricultural labourers,False,1.14,passed,True,none
LA02803,fundamental,tenant cultivators;elected Panchayat members;agricultural labourers,False,0.47,deferred,False,none
LA02804,none,,False,0.68,passed,False,community water tank
LA02805,none,,False,1.0,passed,False,community water tank
LA02806,procedural,agricultural labourers,False,0.35,rejected,False,none
LA02807,procedural,local shopkeepers and traders,False,0.36,deferred,False,none
LA02808,fundamental,landowning farmers;agricultural labourers,False,0.57,rejected,False,none
LA02809,none,,False,1.08,passed,False,none
LA02810,procedural,agricultural labourers;landowning farmers;the local women's self-help group,True,0.19,deferred,False,none
LA02811,none,,False,0.63,passed,False,community water tank
LA02812,procedural,tenant cultivators;agricultural labourers,False,0.39,deferred,False,none
LA02813,none,,False,0.58,passed,False,grazing commons
LA02814,none,,True,0.05,passed,False,community water tank
LA02815,none,,True,0.09,passed,False,grazing commons
LA02816,fundamental,landowning farmers;tenant cultivators,False,0.51,rejected,True,none
LA02817,fundamental,landowning farmers;local shopkeepers and traders,False,0.9,deferred,True,none
LA02818,procedural,tenant cultivators;landowning farmers;the local women's self-help group,False,0.89,deferred,True,none
LA02819,fundamental,landowning farmers;tenant cultivators;agricultural labourers,True,0.52,rejected,False,none
LA02820,none,,False,0.65,passed,False,none
LA02821,none,,True,0.55,passed,False,none
LA02822,none,,True,0.67,deferred,False,community water tank
LA02823,none,,True,0.46,deferred,False,irrigation source
LA02824,fundamental,agricultural labourers;landowning farmers,False,0.9,passed,True,none
LA02825,none,,False,0.68,deferred,False,none
LA02826,none,,False,0.6,passed,False,sacred grove
LA02827,fundamental,agricultural labourers;landowning farmers;elected Panchayat members,False,0.78,deferred,False,burial ground
LA02828,procedural,elected Panchayat members;tenant cultivators,False,1.6,deferred,False,none
LA02829,fundamental,agricultural labourers;landowning farmers,False,0.55,rejected,True,none
LA02830,none,,False,0.73,passed,False,none
LA02831,none,,False,0.99,passed,False,none
LA02832,fundamental,landowning farmers;representatives of the Scheduled Tribe community;elected Panchayat members,True,0.27,rejected,True,grazing commons
LA02833,procedural,landowning farmers,True,0.89,passed,False,grazing commons
LA02834,procedural,the local women's self-help group,True,0.5,deferred,True,none
LA02835,procedural,tenant cultivators;the local women's self-help group,True,0.73,passed,True,none
LA02836,fundamental,agricultural labourers;the local women's self-help group,True,0.2,rejected,True,none
LA02837,none,,False,0.75,passed,False,irrigation source
LA02838,procedural,agricultural labourers,False,0.3,deferred,False,none
LA02839,none,,False,0.83,passed,False,none
LA02840,procedural,tenant cultivators,False,0.35,deferred,False,none
LA02841,fundamental,representatives of the Scheduled Tribe community;the local women's self-help group,False,0.45,passed,False,none
LA02842,none,,False,0.48,passed,False,none
LA02843,none,,False,0.3,passed,False,none
LA02844,procedural,local shopkeepers and traders;landowning farmers,False,0.83,passed,False,none
LA02845,procedural,landowning farmers;local shopkeepers and traders;elected Panchayat members,False,0.72,passed,False,community water tank
LA02846,none,,False,0.57,passed,False,none
LA02847,fundamental,the local women's self-help group,False,0.77,deferred,True,none
LA02848,fundamental,representatives of the Scheduled Tribe community;the local women's self-help group,False,0.78,rejected,True,none
LA02849,procedural,landowning farmers;representatives of the Scheduled Tribe community,False,0.72,deferred,True,sacred grove
LA02850,procedural,tenant cultivators,False,0.74,passed,False,none
LA02851,procedural,agricultural labourers;elected Panchayat members;landowning farmers,True,0.35,deferred,False,none
LA02852,none,,False,0.64,passed,False,burial ground
LA02853,none,,True,0.48,deferred,False,irrigation source
LA02854,fundamental,representatives of the Scheduled Tribe community,False,0.55,rejected,True,none
LA02855,procedural,tenant cultivators,False,0.63,passed,False,community water tank
LA02856,fundamental,tenant cultivators;representatives of the Scheduled Tribe community;local shopkeepers and traders,False,0.37,rejected,True,none
LA02857,fundamental,tenant cultivators;the local women's self-help group;elected Panchayat members,False,1.33,rejected,False,none
LA02858,none,,False,0.32,passed,True,sacred grove
LA02859,procedural,the local women's self-help group;agricultural labourers;tenant cultivators,True,0.34,deferred,False,none
LA02860,none,,False,0.51,passed,False,irrigation source
LA02861,none,,False,0.47,deferred,False,none
LA02862,none,,True,1.17,deferred,False,none
LA02863,fundamental,landowning farmers;representatives of the Scheduled Tribe community,True,0.45,rejected,True,none
LA02864,fundamental,agricultural labourers;landowning farmers,False,0.64,deferred,False,grazing commons
LA02865,none,,False,0.42,passed,True,community water tank
LA02866,none,,False,0.05,deferred,True,irrigation source
LA02867,none,,True,0.76,passed,False,none
LA02868,procedural,landowning farmers;agricultural labourers,False,0.64,rejected,False,grazing commons
LA02869,fundamental,tenant cultivators;elected Panchayat members;landowning farmers,False,0.8,deferred,False,none
LA02870,fundamental,elected Panchayat members;the local women's self-help group;landowning farmers,False,0.51,rejected,True,none
LA02871,procedural,the local women's self-help group,True,0.34,rejected,False,none
LA02872,procedural,agricultural labourers;elected Panchayat members;landowning farmers,False,0.27,deferred,False,irrigation source
LA02873,procedural,landowning farmers;the local women's self-help group,False,0.62,rejected,False,none
LA02874,none,,False,0.64,deferred,True,none
LA02875,procedural,elected Panchayat members,False,0.35,deferred,False,none
LA02876,fundamental,representatives of the Scheduled Tribe community,False,0.35,rejected,True,none
LA02877,none,,False,0.35,passed,False,none
LA02878,none,,False,0.21,passed,True,none
LA02879,none,,False,0.28,deferred,False,community water tank
LA02880,none,,False,0.4,passed,False,none
LA02881,none,,False,0.24,deferred,False,none
LA02882,none,,False,0.66,passed,False,none
LA02883,none,,False,0.88,passed,False,sacred grove
LA02884,procedural,the local women's self-help group,False,0.53,passed,False,none
LA02885,none,,False,0.63,rejected,False,none
LA02886,fundamental,landowning farmers,False,0.42,passed,True,none
LA02887,none,,False,0.48,passed,False,none
LA02888,fundamental,tenant cultivators;landowning farmers,False,0.8,passed,False,none
LA02889,none,,True,0.34,passed,False,none
LA02890,none,,False,0.73,passed,False,community water tank
LA02891,none,,True,0.8,passed,False,none
LA02892,procedural,elected Panchayat members;tenant cultivators;landowning farmers,False,0.4,deferred,False,none
LA02893,fundamental,agricultural labourers;landowning farmers,True,0.85,rejected,True,none
LA02894,fundamental,agricultural labourers,False,0.33,rejected,True,none
LA02895,none,,False,0.39,passed,False,none
LA02896,procedural,agricultural labourers,False,0.22,passed,False,none
LA02897,procedural,elected Panchayat members,True,0.29,passed,False,community water tank
LA02898,fundamental,elected Panchayat members,False,0.71,rejected,False,none
LA02899,none,,True,0.56,deferred,False,irrigation source
LA02900,procedural,agricultural labourers;local shopkeepers and traders,False,0.65,deferred,False,none
LA02901,procedural,agricultural labourers,False,2.0,passed,False,none
LA02902,none,,False,0.05,passed,False,none
LA02903,none,,False,0.32,deferred,False,none
LA02904,fundamental,landowning farmers,True,0.59,passed,True,grazing commons
LA02905,fundamental,local shopkeepers and traders,False,0.92,deferred,True,none
LA02906,fundamental,representatives of the Scheduled Tribe community,False,0.89,rejected,False,none
LA02907,none,,False,0.74,passed,False,none
LA02908,fundamental,landowning farmers;agricultural labourers,False,2.67,rejected,False,sacred grove
LA02909,fundamental,tenant cultivators,False,0.33,rejected,True,irrigation source
LA02910,procedural,the local women's self-help group;landowning farmers;tenant cultivators,False,0.05,deferred,False,community water tank
LA02911,fundamental,tenant cultivators;elected Panchayat members;local shopkeepers and traders,False,0.62,rejected,False,none
LA02912,fundamental,tenant cultivators,False,0.21,passed,True,none
LA02913,fundamental,agricultural labourers;landowning farmers;representatives of the Scheduled Tribe community,False,0.79,rejected,True,none
LA02914,none,,False,0.35,passed,False,none
LA02915,fundamental,tenant cultivators,False,0.19,rejected,True,community water tank
LA02916,none,,False,0.63,passed,False,none
LA02917,none,,False,0.1,deferred,False,irrigation source
LA02918,fundamental,tenant cultivators,False,2.0,rejected,True,sacred grove
LA02919,none,,False,0.67,deferred,False,none
LA02920,fundamental,tenant cultivators,False,0.89,rejected,True,none
LA02921,none,,True,0.75,passed,False,none
LA02922,fundamental,elected Panchayat members;representatives of the Scheduled Tribe community,True,0.66,rejected,True,none
LA02923,none,,False,4.0,passed,False,none
LA02924,none,,False,0.7,passed,False,none
LA02925,procedural,agricultural labourers,True,0.24,passed,False,none
LA02926,fundamental,agricultural labourers;landowning farmers;elected Panchayat members,False,0.19,deferred,True,none
LA02927,procedural,landowning farmers,False,0.92,passed,False,sacred grove
LA02928,procedural,the local women's self-help group;representatives of the Scheduled Tribe community;landowning farmers,False,0.42,deferred,False,none
LA02929,procedural,landowning farmers,False,0.45,passed,False,none
LA02930,none,,False,4.0,passed,False,none
LA02931,procedural,landowning farmers,False,0.53,passed,False,none
LA02932,fundamental,representatives of the Scheduled Tribe community,True,0.5,rejected,True,none
LA02933,none,,False,0.79,passed,False,community water tank
LA02934,none,,False,0.05,passed,False,none
LA02935,none,,False,0.72,passed,False,none
LA02936,none,,False,0.73,passed,False,grazing commons
LA02937,fundamental,tenant cultivators,False,1.14,rejected,True,none
LA02938,fundamental,agricultural labourers,False,0.76,passed,False,none
LA02939,procedural,landowning farmers;representatives of the Scheduled Tribe community,False,0.61,passed,False,none
LA02940,none,,False,0.56,passed,False,none
LA02941,procedural,elected Panchayat members;the local women's self-help group,False,0.4,passed,False,none
LA02942,fundamental,landowning farmers,True,0.53,passed,False,none
LA02943,none,,False,0.57,passed,False,none
LA02944,none,,False,0.64,passed,False,none
LA02945,fundamental,agricultural labourers;landowning farmers,False,0.48,passed,True,none
LA02946,procedural,landowning farmers;the local women's self-help group;local shopkeepers and traders,False,0.44,passed,False,none
LA02947,procedural,the local women's self-help group;agricultural labourers,False,0.88,deferred,False,irrigation source
LA02948,procedural,tenant cultivators;representatives of the Scheduled Tribe community,False,0.64,deferred,False,none
LA02949,none,,False,0.92,passed,False,none
LA02950,procedural,local shopkeepers and traders;representatives of the Scheduled Tribe community;tenant cultivators,False,0.76,deferred,False,none
LA02951,fundamental,the local women's self-help group,False,0.83,rejected,True,irrigation source
LA02952,none,,False,0.44,passed,False,none
LA02953,none,,False,0.86,passed,False,irrigation source
LA02954,none,,False,0.38,passed,False,none
LA02955,none,,False,0.48,passed,True,none
LA02956,procedural,the local women's self-help group;representatives of the Scheduled Tribe community,False,0.48,rejected,False,none
LA02957,fundamental,elected Panchayat members;landowning farmers;the local women's self-help group,False,1.33,deferred,False,none
LA02958,fundamental,agricultural labourers,False,0.94,deferred,False,irrigation source
LA02959,none,,False,0.72,passed,False,none
LA02960,none,,True,0.7,passed,False,none
LA02961,fundamental,agricultural labourers,False,1.21,deferred,True,none
LA02962,fundamental,elected Panchayat members;tenant cultivators;the local women's self-help group,False,0.62,deferred,False,none
LA02963,procedural,tenant cultivators,False,1.33,passed,False,grazing commons
LA02964,none,,False,0.83,passed,False,irrigation source
LA02965,procedural,agricultural labourers;tenant cultivators,False,0.49,passed,False,none
LA02966,fundamental,the local women's self-help group;representatives of the Scheduled Tribe community,False,0.56,deferred,True,burial ground
LA02967,fundamental,agricultural labourers,False,0.29,rejected,False,none
LA02968,none,,False,0.4,passed,False,community water tank
LA02969,none,,False,0.55,deferred,False,none
LA02970,none,,False,0.79,deferred,False,none
LA02971,procedural,landowning farmers,False,0.51,deferred,True,irrigation source
LA02972,procedural,representatives of the Scheduled Tribe community;local shopkeepers and traders,False,1.03,deferred,False,none
LA02973,none,,False,0.9,passed,True,none
LA02974,none,,False,0.73,passed,False,none
LA02975,none,,False,0.71,passed,False,irrigation source
LA02976,procedural,the local women's self-help group;landowning farmers,False,0.81,passed,False,none
LA02977,none,,False,0.92,passed,True,none
LA02978,procedural,local shopkeepers and traders;landowning farmers,False,0.92,deferred,False,none
LA02979,fundamental,representatives of the Scheduled Tribe community;elected Panchayat members;agricultural labourers,False,0.95,rejected,True,none
LA02980,none,,False,0.07,deferred,False,irrigation source
LA02981,none,,False,0.39,passed,False,none
LA02982,none,,False,0.55,passed,False,none
LA02983,procedural,landowning farmers;agricultural labourers,False,0.82,passed,False,none
LA02984,none,,True,0.7,deferred,True,none
LA02985,fundamental,representatives of the Scheduled Tribe community;agricultural labourers,False,0.75,deferred,False,none
LA02986,none,,False,0.67,deferred,False,irrigation source
LA02987,none,,True,0.52,passed,True,none
LA02988,none,,False,0.05,passed,False,none
LA02989,procedural,elected Panchayat members;tenant cultivators;landowning farmers,False,0.94,passed,False,community water tank
LA02990,fundamental,agricultural labourers;representatives of the Scheduled Tribe community;the local women's self-help group,False,0.53,deferred,True,irrigation source
LA02991,procedural,the local women's self-help group;representatives of the Scheduled Tribe community;local shopkeepers and traders,False,0.7,passed,False,none
LA02992,none,,False,0.54,passed,True,none
LA02993,procedural,local shopkeepers and traders,True,1.0,passed,False,none
LA02994,fundamental,elected Panchayat members,True,0.38,deferred,False,none
LA02995,fundamental,tenant cultivators,False,0.9,passed,False,none
LA02996,fundamental,landowning farmers,False,0.65,rejected,True,irrigation source
LA02997,procedural,landowning farmers;tenant cultivators,False,0.44,passed,False,none
LA02998,procedural,agricultural labourers;tenant cultivators;landowning farmers,True,0.65,rejected,False,none
LA02999,none,,False,0.26,passed,False,grazing commons
LA03000,fundamental,elected Panchayat members;tenant cultivators;the local women's self-help group,False,0.89,deferred,False,none
LA03001,fundamental,representatives of the Scheduled Tribe community,False,0.71,rejected,True,none
LA03002,procedural,elected Panchayat members;the local women's self-help group,False,0.54,deferred,False,community water tank
LA03003,none,,False,0.7,passed,False,none
LA03004,procedural,agricultural labourers;representatives of the Scheduled Tribe community,True,0.39,deferred,True,none
LA03005,procedural,representatives of the Scheduled Tribe community;tenant cultivators;local shopkeepers and traders,False,0.3,deferred,False,none
LA03006,none,,False,0.6,passed,True,community water tank
LA03007,none,,False,1.15,deferred,True,none
LA03008,procedural,representatives of the Scheduled Tribe community;landowning farmers;tenant cultivators,False,0.29,passed,False,none
LA03009,procedural,landowning farmers;tenant cultivators,False,0.15,rejected,False,none
LA03010,procedural,agricultural labourers,False,0.62,deferred,False,none
LA03011,none,,False,0.72,passed,False,community water tank
LA03012,procedural,elected Panchayat members;the local women's self-help group,False,0.67,deferred,False,none
LA03013,procedural,elected Panchayat members,False,0.06,deferred,False,burial ground
LA03014,none,,False,0.75,passed,False,none
LA03015,none,,True,1.33,passed,False,community water tank
LA03016,none,,True,0.23,passed,False,irrigation source
LA03017,none,,False,1.0,passed,False,none
LA03018,procedural,the local women's self-help group;tenant cultivators,False,0.3,passed,False,none
LA03019,fundamental,tenant cultivators;the local women's self-help group;agricultural labourers,False,2.0,rejected,False,none
LA03020,none,,False,0.43,deferred,False,irrigation source
LA03021,none,,True,0.65,deferred,True,community water tank
LA03022,fundamental,tenant cultivators,False,0.35,rejected,False,none
LA03023,none,,True,0.19,passed,True,none
LA03024,none,,True,0.68,passed,True,none
LA03025,none,,False,0.89,deferred,False,irrigation source
LA03026,procedural,tenant cultivators,False,0.39,deferred,False,none
LA03027,fundamental,tenant cultivators,False,0.97,deferred,True,community water tank
LA03028,none,,False,0.42,deferred,False,burial ground
LA03029,none,,False,0.5,passed,False,community water tank
LA03030,none,,False,0.44,passed,False,none
LA03031,none,,True,0.72,passed,False,irrigation source
LA03032,none,,False,0.83,passed,False,none
LA03033,fundamental,the local women's self-help group,False,0.63,rejected,True,community water tank
LA03034,none,,False,0.87,passed,False,community water tank
LA03035,none,,False,0.8,deferred,False,none
LA03036,fundamental,elected Panchayat members;representatives of the Scheduled Tribe community;tenant cultivators,False,0.73,deferred,False,none
LA03037,fundamental,agricultural labourers,False,0.1,deferred,True,sacred grove
LA03038,none,,False,0.54,passed,False,irrigation source
LA03039,fundamental,local shopkeepers and traders;tenant cultivators,False,0.62,rejected,True,none
LA03040,fundamental,tenant cultivators,False,0.61,deferred,True,grazing commons
LA03041,procedural,agricultural labourers;the local women's self-help group;local shopkeepers and traders,True,0.8,rejected,False,none
LA03042,none,,False,0.57,passed,False,none
LA03043,procedural,the local women's self-help group,False,0.08,passed,True,none
LA03044,procedural,tenant cultivators;elected Panchayat members;agricultural labourers,True,0.44,passed,True,irrigation source
LA03045,none,,False,0.64,passed,False,none
LA03046,procedural,elected Panchayat members;landowning farmers,False,0.13,passed,False,sacred grove
LA03047,procedural,landowning farmers;local shopkeepers and traders,False,0.22,passed,False,none
LA03048,none,,False,0.44,passed,False,none
LA03049,none,,False,0.56,passed,False,none
LA03050,procedural,elected Panchayat members,False,0.22,deferred,False,sacred grove
LA03051,fundamental,landowning farmers,False,1.14,passed,True,none
LA03052,fundamental,elected Panchayat members;landowning farmers;tenant cultivators,False,0.4,deferred,False,none
LA03053,procedural,tenant cultivators;elected Panchayat members,False,1.18,rejected,False,none
LA03054,fundamental,representatives of the Scheduled Tribe community;landowning farmers,True,0.73,deferred,True,none
LA03055,fundamental,landowning farmers,False,0.56,rejected,True,none
LA03056,none,,False,2.67,rejected,False,none
LA03057,fundamental,the local women's self-help group;landowning farmers;representatives of the Scheduled Tribe community,False,0.37,rejected,True,sacred grove
LA03058,none,,True,1.6,passed,True,none
LA03059,procedural,landowning farmers;representatives of the Scheduled Tribe community;the local women's self-help group,True,0.76,rejected,False,none
LA03060,none,,False,0.18,passed,False,none
LA03061,none,,False,0.31,passed,False,none
LA03062,procedural,tenant cultivators;the local women's self-help group;landowning farmers,False,0.62,passed,False,none
LA03063,procedural,agricultural labourers;tenant cultivators;the local women's self-help group,False,0.59,passed,False,none
LA03064,none,,False,0.35,passed,False,none
LA03065,fundamental,agricultural labourers;tenant cultivators;the local women's self-help group,True,0.31,deferred,True,none
LA03066,none,,False,0.73,deferred,False,irrigation source
LA03067,none,,False,0.84,passed,False,grazing commons
LA03068,fundamental,representatives of the Scheduled Tribe community;the local women's self-help group;tenant cultivators,False,0.86,deferred,False,none
LA03069,procedural,representatives of the Scheduled Tribe community,True,0.57,deferred,False,none
LA03070,fundamental,agricultural labourers;local shopkeepers and traders,False,0.67,rejected,True,none
LA03071,procedural,tenant cultivators;elected Panchayat members,False,0.6,passed,True,none
LA03072,none,,False,0.33,passed,False,none
LA03073,procedural,tenant cultivators;elected Panchayat members,False,0.31,deferred,False,none
LA03074,procedural,representatives of the Scheduled Tribe community;tenant cultivators,False,0.59,deferred,True,none
LA03075,procedural,tenant cultivators;the local women's self-help group;landowning farmers,True,1.01,deferred,False,irrigation source
LA03076,none,,False,0.41,passed,False,community water tank
LA03077,procedural,tenant cultivators;representatives of the Scheduled Tribe community,False,0.75,deferred,False,none
LA03078,fundamental,tenant cultivators;representatives of the Scheduled Tribe community;landowning farmers,False,0.5,deferred,True,none
LA03079,none,,False,0.73,deferred,False,none
LA03080,procedural,landowning farmers;tenant cultivators;representatives of the Scheduled Tribe community,False,2.0,deferred,False,none
LA03081,fundamental,elected Panchayat members;agricultural labourers;tenant cultivators,False,0.46,deferred,True,none
LA03082,none,,False,1.14,passed,False,none
LA03083,procedural,local shopkeepers and traders;landowning farmers;tenant cultivators,False,0.81,passed,False,none
LA03084,none,,False,0.84,rejected,False,irrigation source
LA03085,procedural,representatives of the Scheduled Tribe community;landowning farmers;agricultural labourers,False,0.85,deferred,True,none
LA03086,procedural,representatives of the Scheduled Tribe community;landowning farmers;elected Panchayat members,True,0.47,deferred,False,none
LA03087,procedural,agricultural labourers,False,0.34,deferred,False,none
LA03088,fundamental,landowning farmers;local shopkeepers and traders,False,0.52,rejected,True,none
LA03089,none,,False,0.5,passed,False,community water tank
LA03090,none,,False,0.81,passed,False,none
LA03091,fundamental,tenant cultivators;landowning farmers;agricultural labourers,False,0.59,passed,True,none
LA03092,procedural,representatives of the Scheduled Tribe community,False,1.05,deferred,False,irrigation source
LA03093,none,,False,0.7,passed,False,irrigation source
LA03094,none,,False,0.57,passed,False,none
LA03095,fundamental,local shopkeepers and traders;elected Panchayat members;the local women's self-help group,False,0.53,rejected,False,none
